,indice,Address,INBUILDING,EXTBUILDING,POILOGISTIC,ZONE,DISTRICT,HOUSENUM,ROADNAME,POBOX,ZIPCODE,CITY,COUNTRY,Address2,INBUILDINGK,EXTBUILDINGK,POILOGISTICK,ZONEK,DISTRICTK,HOUSENUMK,ROADNAMEK,POBOXK,ZIPCODEK,CITYK,COUNTRYK,NewLabel,Pattern_Add1
9988,7520,BOULEVARD CHARLES GUILLAUMONT 6160 ANTIBES FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,BOULEVARD CHARLES GUILLAUMONT,NONE,6160.0,ANTIBES,FRANCE,4 IMPASSE DE LA CARAVELLE 29900 CONCARNEAU FRANCE,NONE,NONE,NONE,NONE,NONE,4,IMPASSE DE LA CARAVELLE,NONE,29900.0,CONCARNEAU,FRANCE,NoMatch,RN C
9989,8390,ROUTE DE PONS 17260 GEMOZAC FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,ROUTE DE PONS,NONE,17260.0,GEMOZAC,FRANCE,18 IMPASSE DE L AIRE COMMUNALE 83640 SAINT-ZACHARIE FRANCE,NONE,NONE,NONE,NONE,NONE,18,IMPASSE DE L AIRE COMMUNALE,NONE,83640.0,SAINT-ZACHARIE,FRANCE,NoMatch,RN C
9990,9586,PLACE DE L HOTEL DE VILLE 16400 LA COURONNE FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,PLACE DE L HOTEL DE VILLE,NONE,16400.0,LA COURONNE,FRANCE,LES MARTINETS 42 RUE JEAN JAURES 38420 DOMENE FRANCE,NONE,NONE,NONE,LES MARTINETS,NONE,42,RUE JEAN JAURES,NONE,38420.0,DOMENE,FRANCE,NoMatch,RN C
9991,7521,RUE DE SEBASTOPOL 22940 PLAINTEL FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE DE SEBASTOPOL,NONE,22940.0,PLAINTEL,FRANCE,1 GRANDE RUE 14610 THAON FRANCE,NONE,NONE,NONE,NONE,NONE,1,GRANDE RUE,NONE,14610.0,THAON,FRANCE,NoMatch,RN C
9992,8387,LIEU DIT LA MACAROJOY 6530 CABRIS FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,LIEU DIT LA MACAROJOY,NONE,6530.0,CABRIS,FRANCE,68 RUE DIDOT 75014 PARIS FRANCE,NONE,NONE,NONE,NONE,NONE,68,RUE DIDOT,NONE,75014.0,PARIS,FRANCE,NoMatch,RN C
9993,9232,RUE DU GENERAL LECLERC 76000 ROUEN FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE DU GENERAL LECLERC,NONE,76000.0,ROUEN,FRANCE,5 RUE JACQUEMIN 31250 REVEL FRANCE,NONE,NONE,NONE,NONE,NONE,5,RUE JACQUEMIN,NONE,31250.0,REVEL,FRANCE,NoMatch,RN C
9994,9590,RUE DU COLLEGE 1130 NANTUA FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE DU COLLEGE,NONE,1130.0,NANTUA,FRANCE,CHAMUSE 10 RUE JULES FERRY 25000 BESANCON FRANCE,NONE,NONE,NONE,CHAMUSE,NONE,10,RUE JULES FERRY,NONE,25000.0,BESANCON,FRANCE,NoMatch,RN C
9995,9591,RUE JOUBERT M 24290 MONTIGNAC-LASCAUX FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE JOUBERT M,NONE,24290.0,MONTIGNAC-LASCAUX,FRANCE,43 AVENUE MARECHAL JOFFRE 66740 SAINT-GENIS-DES-FONTAINES FRANCE,NONE,NONE,NONE,NONE,NONE,43,AVENUE MARECHAL JOFFRE,NONE,66740.0,SAINT-GENIS-DES-FONTAINES,FRANCE,NoMatch,RN C
9996,9230,LIEU DIT PETIT VIDEAU 33370 TRESSES FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,LIEU DIT PETIT VIDEAU,NONE,33370.0,TRESSES,FRANCE,84 BOULEVARD DE L YSER 76000 ROUEN FRANCE,NONE,NONE,NONE,NONE,NONE,84,BOULEVARD DE L YSER,NONE,76000.0,ROUEN,FRANCE,NoMatch,RN C
9997,7522,ALLEE DE MERIENNE 35500 POCE-LES-BOIS FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,ALLEE DE MERIENNE,NONE,35500.0,POCE-LES-BOIS,FRANCE,122 AVENUE DE LA REPUBLIQUE 16260 CHASSENEUIL-SUR-BONNIEURE FRANCE,NONE,NONE,NONE,NONE,NONE,122,AVENUE DE LA REPUBLIQUE,NONE,16260.0,CHASSENEUIL-SUR-BONNIEURE,FRANCE,NoMatch,RN C
9998,8381,AVENUE DE LA MER 6220 VALLAURIS FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,AVENUE DE LA MER,NONE,6220.0,VALLAURIS,FRANCE,AVENUE DE LA LIBERATION 63530 VOLVIC FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,AVENUE DE LA LIBERATION,NONE,63530.0,VOLVIC,FRANCE,NoMatch,RN C
9999,8649,ROUTE DE SAINT FAUST 64290 GAN FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,ROUTE DE SAINT FAUST,NONE,64290.0,GAN,FRANCE,CITE JUDICIAIRE 7 RUE PIERRE ABELARD 35000 RENNES FRANCE,NONE,NONE,NONE,NONE,CITE JUDICIAIRE,7,RUE PIERRE ABELARD,NONE,35000.0,RENNES,FRANCE,NoMatch,RN C
10000,7523,HAMEAU LES BIDEAUX 27120 CHAMBRAY FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,HAMEAU LES BIDEAUX,NONE,27120.0,CHAMBRAY,FRANCE,RUE DE LA REPUBLIQUE 83600 FREJUS FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE DE LA REPUBLIQUE,NONE,83600.0,FREJUS,FRANCE,NoMatch,RN C
10001,8378,AVENUE PASCAL PAOLI 20000 AJACCIO FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,AVENUE PASCAL PAOLI,NONE,20000.0,AJACCIO,FRANCE,MEZZAVIA 20167 AJACCIO FRANCE,NONE,NONE,NONE,MEZZAVIA,NONE,NONE,NONE,NONE,20167.0,AJACCIO,FRANCE,NoMatch,RN C
10002,8651,RUE DE BOURGOGNE 45000 ORLEANS FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE DE BOURGOGNE,NONE,45000.0,ORLEANS,FRANCE,ROUTE DE LA GARE 74930 REIGNIER-ESERY FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,ROUTE DE LA GARE,NONE,74930.0,REIGNIER-ESERY,FRANCE,NoMatch,RN C
10003,10660,RUE DE LA DIGUE 69100 VILLEURBANNE FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE DE LA DIGUE,NONE,69100.0,VILLEURBANNE,FRANCE,BATIMENT A 20-23 20 ALLEE DES ERABLES 11150 VILLEPINTE FRANCE,NONE,BATIMENT A 20-23,NONE,NONE,NONE,20,ALLEE DES ERABLES,NONE,11150.0,VILLEPINTE,FRANCE,NoMatch,RN C
10004,9224,BOULEVARD MAURICE ROUVIER 6220 VALLAURIS FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,BOULEVARD MAURICE ROUVIER,NONE,6220.0,VALLAURIS,FRANCE,ZONE INDUSTRIELLE CHEMIN DE MONTBOULIN 18000 BOURGES FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE,NONE,NONE,CHEMIN DE MONTBOULIN,NONE,18000.0,BOURGES,FRANCE,NoMatch,RN C
10005,7483,AVENUE LOUIS CHABRAN 84210 PERNES-LES-FONTAINES FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,AVENUE LOUIS CHABRAN,NONE,84210.0,PERNES-LES-FONTAINES,FRANCE,9 RUE ARTHUR LAMENDIN 62530 HERSIN-COUPIGNY FRANCE,NONE,NONE,NONE,NONE,NONE,9,RUE ARTHUR LAMENDIN,NONE,62530.0,HERSIN-COUPIGNY,FRANCE,NoMatch,RN C
10006,9276,RUE DE BUFFON 76000 ROUEN FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE DE BUFFON,NONE,76000.0,ROUEN,FRANCE,CITE CONDORCET 4 75009 PARIS FRANCE,NONE,NONE,NONE,NONE,CITE CONDORCET,4,NONE,NONE,75009.0,PARIS,FRANCE,NoMatch,RN C
10007,9278,RUE EUGENE SUPPLICE 27680 QUILLEBEUF-SUR-SEINE FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE EUGENE SUPPLICE,NONE,27680.0,QUILLEBEUF-SUR-SEINE,FRANCE,92 RUE CHANZY 51800 SAINTE-MENEHOULD FRANCE,NONE,NONE,NONE,NONE,NONE,92,RUE CHANZY,NONE,51800.0,SAINTE-MENEHOULD,FRANCE,NoMatch,RN C
10008,9279,LIEU DIT REMOULIN 84360 MERINDOL FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,LIEU DIT REMOULIN,NONE,84360.0,MERINDOL,FRANCE,19 B RUE PIERRE DE FERMAT 31600 MURET FRANCE,NONE,NONE,NONE,NONE,NONE,19 B,RUE PIERRE DE FERMAT,NONE,31600.0,MURET,FRANCE,NoMatch,RN C
10009,9378,PLACE DU COGNET 38750 HUEZ FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,PLACE DU COGNET,NONE,38750.0,HUEZ,FRANCE,53 AVENUE DU GENERAL DE GAULLE 2260 LA CAPELLE FRANCE,NONE,NONE,NONE,NONE,NONE,53,AVENUE DU GENERAL DE GAULLE,NONE,2260.0,LA CAPELLE,FRANCE,NoMatch,RN C
10010,9380,AVENUE DE BLOIS 45190 BEAUGENCY FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,AVENUE DE BLOIS,NONE,45190.0,BEAUGENCY,FRANCE,3 RUE SAINT MARTIN 88800 VITTEL FRANCE,NONE,NONE,NONE,NONE,NONE,3,RUE SAINT MARTIN,NONE,88800.0,VITTEL,FRANCE,NoMatch,RN C
10011,8539,PLACE DU CHAMPS DE MARS 13680 LANCON-PROVENCE FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,PLACE DU CHAMPS DE MARS,NONE,13680.0,LANCON-PROVENCE,FRANCE,34 RUE DE LA JUSTICE 33150 CENON FRANCE,NONE,NONE,NONE,NONE,NONE,34,RUE DE LA JUSTICE,NONE,33150.0,CENON,FRANCE,NoMatch,RN C
10012,9382,ROUTE DE NIMES 30870 CLARENSAC FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,ROUTE DE NIMES,NONE,30870.0,CLARENSAC,FRANCE,22 RUE CROIX PAILLON 86500 MONTMORILLON FRANCE,NONE,NONE,NONE,NONE,NONE,22,RUE CROIX PAILLON,NONE,86500.0,MONTMORILLON,FRANCE,NoMatch,RN C
10013,8536,IMPASSE DU PIC DU MIDI 65360 BERNAC-DESSUS FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,IMPASSE DU PIC DU MIDI,NONE,65360.0,BERNAC-DESSUS,FRANCE,ZONE INDUSTRIELLE DE LA SAUSSAYE 45590 SAINT-CYR-EN-VAL FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE DE LA SAUSSAYE,NONE,NONE,NONE,NONE,45590.0,SAINT-CYR-EN-VAL,FRANCE,NoMatch,RN C
10014,10751,RUE GEORGES GUYNEMER 44300 NANTES FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE GEORGES GUYNEMER,NONE,44300.0,NANTES,FRANCE,QUARTIER GRANDS CARMES 90 RUE DE L EVECHE 13002 MARSEILLE FRANCE,NONE,NONE,NONE,NONE,QUARTIER GRANDS CARMES,90,RUE DE L EVECHE,NONE,13002.0,MARSEILLE,FRANCE,NoMatch,RN C
10015,8531,PLACE DU FEU 24100 BERGERAC FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,PLACE DU FEU,NONE,24100.0,BERGERAC,FRANCE,CHEMIN DES GATILLES 82410 SAINT-ETIENNE-DE-TULMONT FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,CHEMIN DES GATILLES,NONE,82410.0,SAINT-ETIENNE-DE-TULMONT,FRANCE,NoMatch,RN C
10016,7444,LIEU DIT COL DE LA CROIS FRY 74230 MANIGOD FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,LIEU DIT COL DE LA CROIS FRY,NONE,74230.0,MANIGOD,FRANCE,5 RUE DE VERDUN 52150 BOURMONT-ENTRE-MEUSE-ET-MOUZON FRANCE,NONE,NONE,NONE,NONE,NONE,5,RUE DE VERDUN,NONE,52150.0,BOURMONT-ENTRE-MEUSE-ET-MOUZON,FRANCE,NoMatch,RN C
10017,9394,RUE DES PEUX BLAN 36800 SAINT-GAULTIER FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE DES PEUX BLAN,NONE,36800.0,SAINT-GAULTIER,FRANCE,10 ROUTE DE PARIS 16560 TOURRIERS FRANCE,NONE,NONE,NONE,NONE,NONE,10,ROUTE DE PARIS,NONE,16560.0,TOURRIERS,FRANCE,NoMatch,RN C
10018,10755,ALLEE DES LILAS 73110 LE PONTET FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,ALLEE DES LILAS,NONE,73110.0,LE PONTET,FRANCE,38 AVENUE DU THEATRE ROMAIN 83600 FREJUS FRANCE,NONE,NONE,NONE,NONE,NONE,38,AVENUE DU THEATRE ROMAIN,NONE,83600.0,FREJUS,FRANCE,NoMatch,RN C
10019,7445,AVENUE DES SEPT LAUX 38240 MEYLAN FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,AVENUE DES SEPT LAUX,NONE,38240.0,MEYLAN,FRANCE,CAFE DE LA BOULE D'OR 59890 DEULEMONT FRANCE,NONE,NONE,CAFE DE LA BOULE D'OR,NONE,NONE,NONE,NONE,NONE,59890.0,DEULEMONT,FRANCE,NoMatch,RN C
10020,10745,AVENUE DE LA BOLIERE 45100 ORLEANS FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,AVENUE DE LA BOLIERE,NONE,45100.0,ORLEANS,FRANCE,28 AVENUE DE GALLEBEN 40140 SOUSTONS FRANCE,NONE,NONE,NONE,NONE,NONE,28,AVENUE DE GALLEBEN,NONE,40140.0,SOUSTONS,FRANCE,NoMatch,RN C
10021,9399,PLACE ALBERT TROTTET 6530 CABRIS FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,PLACE ALBERT TROTTET,NONE,6530.0,CABRIS,FRANCE,65 AVENUE MARECHAL JUIN 13730 SAINT-VICTORET FRANCE,NONE,NONE,NONE,NONE,NONE,65,AVENUE MARECHAL JUIN,NONE,13730.0,SAINT-VICTORET,FRANCE,NoMatch,RN C
10022,8524,AVENUE DE LA GARE 83980 LE LAVANDOU FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,AVENUE DE LA GARE,NONE,83980.0,LE LAVANDOU,FRANCE,ZONE INDUSTRIELLE CAMIRASS RUE DES FRERES LUMIERE 33130 BEGLES FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE CAMIRASS,NONE,NONE,RUE DES FRERES LUMIERE,NONE,33130.0,BEGLES,FRANCE,NoMatch,RN C
10023,8583,CHEMIN DE LA COUTURE 28270 LAONS FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,CHEMIN DE LA COUTURE,NONE,28270.0,LAONS,FRANCE,RUE DES JARDINS 94550 CHEVILLY-LA RUE FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE DES JARDINS,NONE,94550.0,CHEVILLY-LA RUE,FRANCE,NoMatch,RN C
10024,10744,RUE DE PICARD 37800 MAILLE FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE DE PICARD,NONE,37800.0,MAILLE,FRANCE,174 AVENUE DE VERDUN 83600 FREJUS FRANCE,NONE,NONE,NONE,NONE,NONE,174,AVENUE DE VERDUN,NONE,83600.0,FREJUS,FRANCE,NoMatch,RN C
10025,10743,LIEU DIT COLOMBIER VERDILLER 24750 CORNILLE FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,LIEU DIT COLOMBIER VERDILLER,NONE,24750.0,CORNILLE,FRANCE,ZAC DE LA VALENTINE 110 ROUTE DE LA VALENTINE 13011 MARSEILLE FRANCE,NONE,NONE,NONE,ZAC DE LA VALENTINE,NONE,110,ROUTE DE LA VALENTINE,NONE,13011.0,MARSEILLE,FRANCE,NoMatch,RN C
10026,8588,AVENUE JOHN FITZGERALD KENNEDY 84200 CARPENTRAS FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,AVENUE JOHN FITZGERALD KENNEDY,NONE,84200.0,CARPENTRAS,FRANCE,15 RUE DE LA RIZE 69003 LYON FRANCE,NONE,NONE,NONE,NONE,NONE,15,RUE DE LA RIZE,NONE,69003.0,LYON,FRANCE,NoMatch,RN C
10027,10742,RUE DE DELEMONT 90800 BAVILLIERS FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE DE DELEMONT,NONE,90800.0,BAVILLIERS,FRANCE,QUARTIER PERE 40500 SAINT-SEVER FRANCE,NONE,NONE,NONE,NONE,QUARTIER PERE,NONE,NONE,NONE,40500.0,SAINT-SEVER,FRANCE,NoMatch,RN C
10028,9413,RUE RAOUL FOLLEREAU 84000 AVIGNON FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE RAOUL FOLLEREAU,NONE,84000.0,AVIGNON,FRANCE,52 CARREFOUR MAJOR FRANKLIN LOUIS ROBINSON 83140 SIX-FOURS-LES-PLAGES FRANCE,NONE,NONE,NONE,NONE,NONE,52,CARREFOUR MAJOR FRANKLIN LOUIS ROBINSON,NONE,83140.0,SIX-FOURS-LES-PLAGES,FRANCE,NoMatch,RN C
10029,7446,AVENUE CAUVIN 6200 NICE FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,AVENUE CAUVIN,NONE,6200.0,NICE,FRANCE,AVENUE LAFERRIERE 94000 CRETEIL FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,AVENUE LAFERRIERE,NONE,94000.0,CRETEIL,FRANCE,NoMatch,RN C
10030,9376,PLACE DU 14 JUILLET 18500 MEHUN-SUR-YEVRE FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,PLACE DU 14 JUILLET,NONE,18500.0,MEHUN-SUR-YEVRE,FRANCE,53 RUE BONNABAUD 63000 CLERMONT-FERRAND FRANCE,NONE,NONE,NONE,NONE,NONE,53,RUE BONNABAUD,NONE,63000.0,CLERMONT-FERRAND,FRANCE,NoMatch,RN C
10031,9375,LIEU DIT JUNAYME 31440 FRONSAC FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,LIEU DIT JUNAYME,NONE,31440.0,FRONSAC,FRANCE,2 RUE CARDINAL ROQUES 2680 CASTRES FRANCE,NONE,NONE,NONE,NONE,NONE,2,RUE CARDINAL ROQUES,NONE,2680.0,CASTRES,FRANCE,NoMatch,RN C
10032,7431,RUE CHARLEMAGNE 88310 CORNIMONT FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE CHARLEMAGNE,NONE,88310.0,CORNIMONT,FRANCE,21 RUE DE L ETISSEY 38300 BOURGOIN-JALLIEU FRANCE,NONE,NONE,NONE,NONE,NONE,21,RUE DE L ETISSEY,NONE,38300.0,BOURGOIN-JALLIEU,FRANCE,NoMatch,RN C
10033,8564,RUE ERNEST CHARLIER SAINTE-MARGUERITE 88100 STE MARGUERITE FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE ERNEST CHARLIER SAINTE-MARGUERITE,NONE,88100.0,STE MARGUERITE,FRANCE,QUARTIER LE REGANAS CHEMIN DES PLANTADES 4120 LA GARDE FRANCE,NONE,NONE,NONE,NONE,QUARTIER LE REGANAS,NONE,CHEMIN DES PLANTADES,NONE,4120.0,LA GARDE,FRANCE,NoMatch,RN C
10034,8568,PLACE DE RUTHIN 29510 BRIEC FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,PLACE DE RUTHIN,NONE,29510.0,BRIEC,FRANCE,ZAC SAUMATY SEON 45 AVENUE ANDRE ROUSSIN 13016 MARSEILLE FRANCE,NONE,NONE,NONE,ZAC SAUMATY SEON,NONE,45,AVENUE ANDRE ROUSSIN,NONE,13016.0,MARSEILLE,FRANCE,NoMatch,RN C
10035,9344,RUE PALASSOU 64000 PAU FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE PALASSOU,NONE,64000.0,PAU,FRANCE,RESIDENCE DU VERGER ALLEE DES NENUPHARS 93220 GAGNY FRANCE,NONE,RESIDENCE DU VERGER,NONE,NONE,NONE,NONE,ALLEE DES NENUPHARS,NONE,93220.0,GAGNY,FRANCE,NoMatch,RN C
10036,9346,RUE DU HAMEAU 76520 SAINT-AUBIN-CELLOVILLE FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE DU HAMEAU,NONE,76520.0,SAINT-AUBIN-CELLOVILLE,FRANCE,CITE DUPLAN 12B RUE PERGOLESE 75116 PARIS FRANCE,NONE,NONE,NONE,NONE,CITE DUPLAN,12B,RUE PERGOLESE,NONE,75116.0,PARIS,FRANCE,NoMatch,RN C
10037,9348,PLACE BOIVIN 42000 SAINT-ETIENNE FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,PLACE BOIVIN,NONE,42000.0,SAINT-ETIENNE,FRANCE,RESIDENCE LOUBASSANE AVENUE DU DOCTEUR BERTRAND 13080 AIX-EN-PROVENCE FRANCE,NONE,RESIDENCE LOUBASSANE,NONE,NONE,NONE,NONE,AVENUE DU DOCTEUR BERTRAND,NONE,13080.0,AIX-EN-PROVENCE,FRANCE,NoMatch,RN C
10038,8572,LIEU DIT AU FRIOUL 69270 CAILLOUX-SUR-FONTAINES FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,LIEU DIT AU FRIOUL,NONE,69270.0,CAILLOUX-SUR-FONTAINES,FRANCE,8 B RUE GASTON PHILIPPE 11310 SAINT-DENIS FRANCE,NONE,NONE,NONE,NONE,NONE,8 B,RUE GASTON PHILIPPE,NONE,11310.0,SAINT-DENIS,FRANCE,NoMatch,RN C
10039,10778,RUE MONTAIGU 14000 CAEN FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE MONTAIGU,NONE,14000.0,CAEN,FRANCE,PONT DU CHATEAU 11 B RUE LAMARTINE 63430 PONT-DU-CHATEAU FRANCE,NONE,NONE,PONT DU CHATEAU,NONE,NONE,11 B,RUE LAMARTINE,NONE,63430.0,PONT-DU-CHATEAU,FRANCE,NoMatch,RN C
10040,8574,ROUTE DE VESOUL RUE DES AUGES 52200 LANGRES FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,ROUTE DE VESOUL RUE DES AUGES,NONE,52200.0,LANGRES,FRANCE,QUARTIER LORGE 4 RUE NEUVE BOURG L ABBE 14000 CAEN FRANCE,NONE,NONE,NONE,NONE,QUARTIER LORGE,4,RUE NEUVE BOURG L ABBE,NONE,14000.0,CAEN,FRANCE,NoMatch,RN C
10041,8551,RUE FELIX ARMAND 11500 QUILLAN FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE FELIX ARMAND,NONE,11500.0,QUILLAN,FRANCE,AVENUE DE LA LIBERATION 80130 FRIVILLE-ESCARBOTIN FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,AVENUE DE LA LIBERATION,NONE,80130.0,FRIVILLE-ESCARBOTIN,FRANCE,NoMatch,RN C
10042,10768,ANGOULEME RUE LOUIS PERGAUD 16000 ANGOULEME FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,ANGOULEME RUE LOUIS PERGAUD,NONE,16000.0,ANGOULEME,FRANCE,LOTISSEMENT LE SOUS BOIS 50740 CAROLLES FRANCE,NONE,LOTISSEMENT LE SOUS BOIS,NONE,NONE,NONE,NONE,NONE,NONE,50740.0,CAROLLES,FRANCE,NoMatch,RN C
10043,8548,LIEU DIT LES RIVIERES 44290 GUEMENE-PENFAO FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,LIEU DIT LES RIVIERES,NONE,44290.0,GUEMENE-PENFAO,FRANCE,LE PERIPOLE C 114 33 AVENUE MAL DE LATTRE DE TASSIGNY 94120 FONTENAY-SOUS-BOIS FRANCE,NONE,NONE,NONE,LE PERIPOLE C 114,NONE,33,AVENUE MAL DE LATTRE DE TASSIGNY,NONE,94120.0,FONTENAY-SOUS-BOIS,FRANCE,NoMatch,RN C
10044,9357,RUE DE LA GARE 18000 BOURGES FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE DE LA GARE,NONE,18000.0,BOURGES,FRANCE,IMMEUBLE ESPACE AVENUE HENRI LANTELME 3000 AVENUE HENRI LANTELME 6700 SAINT-LAURENT-DU-VAR FRANCE,NONE,IMMEUBLE,NONE,ESPACE AVENUE HENRI LANTELME,NONE,3000,AVENUE HENRI LANTELME,NONE,6700.0,SAINT-LAURENT-DU-VAR,FRANCE,NoMatch,RN C
10045,8546,CHEMIN VIOLETTES 69780 TOUSSIEU FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,CHEMIN VIOLETTES,NONE,69780.0,TOUSSIEU,FRANCE,44 AVENUE DE PARIS 51100 REIMS FRANCE,NONE,NONE,NONE,NONE,NONE,44,AVENUE DE PARIS,NONE,51100.0,REIMS,FRANCE,NoMatch,RN C
10046,10761,RUE DE L ASPIC 30000 NIMES FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE DE L ASPIC,NONE,30000.0,NIMES,FRANCE,RUE DES ENFANTS ABANDONNES 13002 MARSEILLE FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE DES ENFANTS ABANDONNES,NONE,13002.0,MARSEILLE,FRANCE,NoMatch,RN C
10047,9365,RUE DE LA CROIX 10150 LUYERES FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE DE LA CROIX,NONE,10150.0,LUYERES,FRANCE,IMMEUBLE LE CENTAURE 66 AVENUE VALERY GISCARD D'ESTAING 6200 NICE FRANCE,NONE,IMMEUBLE LE CENTAURE,NONE,NONE,NONE,66,AVENUE VALERY GISCARD D'ESTAING,NONE,6200.0,NICE,FRANCE,NoMatch,RN C
10048,9366,ROUTE DE VILLEBICHOT 21700 SAINT-NICOLAS-LES-CITEAUX FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,ROUTE DE VILLEBICHOT,NONE,21700.0,SAINT-NICOLAS-LES-CITEAUX,FRANCE,ZONE ARTISANALE DE NAPOLLON 250 AVENUE DU PASSE TEMPS 13400 AUBAGNE FRANCE,NONE,NONE,NONE,ZONE ARTISANALE DE NAPOLLON,NONE,250,AVENUE DU PASSE TEMPS,NONE,13400.0,AUBAGNE,FRANCE,NoMatch,RN C
10049,8544,AVENUE GEORGES CLEMENCEAU 17360 SAINT-AIGULIN FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,AVENUE GEORGES CLEMENCEAU,NONE,17360.0,SAINT-AIGULIN,FRANCE,BATIMENT 3 RESIDENCE LA MARGUERIDE ZAC BATIMENT 3 RESIDENCE LA MARGUERIDE 13080 AIX-EN-PROVENCE FRANCE,NONE,BATIMENT 3 RESIDENCE LA MARGUERIDE,NONE,ZAC BATIMENT 3   RESIDENCE LA MARGUERIDE,NONE,NONE,NONE,NONE,13080.0,AIX-EN-PROVENCE,FRANCE,NoMatch,RN C
10050,8543,CHEMIN DENYS AMIEL 6610 LA GAUDE FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,CHEMIN DENYS AMIEL,NONE,6610.0,LA GAUDE,FRANCE,CITE LAMAGUERE 32300 MIRANDE FRANCE,NONE,NONE,NONE,NONE,CITE LAMAGUERE,NONE,NONE,NONE,32300.0,MIRANDE,FRANCE,NoMatch,RN C
