companyI,AddI,CompanyK,AddK,INBUILDING,EXTBUILDING,POILOGISTIC,ZONE,DISTRICT,HOUSENUM,ROADNAME,POBOX,ZIPCODE,CITY,COUNTRY,INBUILDINGK,EXTBUILDINGK,POILOGISTICK,ZONEK,DISTRICTK,HOUSENUMK,ROADNAMEK,POBOXK,ZIPCODEK,CITYK,COUNTRYK,NewLabel
PULDEM LOGISTIQUE,5 Avenue du Bois Vert 31128 PORTET SUR GARONNE France,PULDEM,6 RTE DE VILLENEUVE 31120 PORTET SUR GARONNE France,NONE,NONE,NONE,NONE,NONE,5,AVENUE DU BOIS VERT,NONE,31128,PORTET SUR GARONNE,FRANCE,NONE,NONE,NONE,NONE,NONE,6,ROUTE DE VILLENEUVE,NONE,31120,PORTET SUR GARONNE,FRANCE,NoMatch
PULDEM LOGISTIQUE,5 Avenue du Bois Vert 31128 PORTET SUR GARONNE France,VECTURA LOGISTIQUE,20 AV DE LA SAUDRUNE 31120 PORTET SUR GARONNE France,NONE,NONE,NONE,NONE,NONE,5,AVENUE DU BOIS VERT,NONE,31128,PORTET SUR GARONNE,FRANCE,NONE,NONE,NONE,NONE,NONE,20,AVENUE DE LA SAUDRUNE,NONE,31120,PORTET SUR GARONNE,FRANCE,NoMatch
TRANSPORTS RAPIDES DU MAINE,93 Bld Andr Marie Ampre BP 21 53021 LAVAL Cdex 9 France,TRANS-CONTAINERS DU MAINE,93 BD AMPERE 53000 LAVAL France,NONE,NONE,NONE,NONE,NONE,93,BOULEVARD ANDR MARIE AMPRE,BP 21,53021,LAVAL,FRANCE,NONE,NONE,NONE,NONE,NONE,93,BOULEVARD AMPERE,NONE,53000,LAVAL,FRANCE,Match
GONNET SA,RN 7 26600 LA ROCHE DE GLUN France,GONNET SA,LES CHASSIS LTD DISTRIBUTION 26600 LA ROCHE DE GLUN France,NONE,NONE,NONE,NONE,NONE,7,ROUTE NATIONALE,NONE,26600,LA ROCHE DE GLUN,FRANCE,NONE,NONE,NONE,LES CHASSIS,NONE,NONE,NONE,NONE,26600,LA ROCHE DE GLUN,FRANCE,NoMatch
TRANSPORTS ROSSON ET FILS,Lieu-dit Gambillon 47480 PONT DE CASSE France,TRANSPORTS ROSSON ET FILS,LD LAFLEUR 47480 PONT DU CASSE France,NONE,NONE,NONE,NONE,NONE,NONE,LIEU DIT GAMBILLON,NONE,47480,PONT DE CASSE,FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,LIEU DIT LAFLEUR,NONE,47480,PONT DU CASSE,FRANCE,NoMatch
GONNET SA,16 Rue de l'Avenir 69740 GENAS France,GONNET SA,64 AVENUE DES FRERES MONTGOLFIER LTD DISTRIBUTION 69740 GENAS France,NONE,NONE,NONE,NONE,NONE,16,RUE DE L'AVENIR,NONE,69740,GENAS,FRANCE,NONE,NONE,NONE,NONE,NONE,64,AVENUE DES FRERES MONTGOLFIER LTD DISTRIBUTION,NONE,69740,GENAS,FRANCE,NoMatch
CARPENTIER LOGISTIQUE,500 rue LOUIS BERGUET 62100 CALAIS France,TRANSPORTS CARPENTIER,700 AV ROGER SALENGRO 62100 CALAIS France,NONE,NONE,NONE,NONE,NONE,500,RUE LOUIS BERGUET,NONE,62100,CALAIS,FRANCE,NONE,NONE,NONE,NONE,NONE,700,AVENUE ROGER SALENGRO,NONE,62100,CALAIS,FRANCE,NoMatch
TRANSPORTS LE CALVEZ,6 IMPASSE DU RUISSEAU 35530 NOYAL SUR VILAINE France,GRAND OUEST DISTRIBUTION,IMP DU RUISSEAU CHEZ LE CALVEZ SURGELES CS 80002 35530 NOYAL SUR VILAINE France,NONE,NONE,NONE,NONE,NONE,6,IMPASSE DU RUISSEAU,NONE,35530,NOYAL,FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,IMPASSE DU RUISSEAU,NONE,35530,NOYAL SUR VILAINE,FRANCE,Match
LIABEUF ET SAPIN TRANSPORTS,8 Avenue Polygone 42300 ROANNE France,GENERALE DE TRANSPORT LIABEUF & SAPIN TEMPO ONE - GTLS,19 IMP DU POLYGONE 19 A 21 42300 ROANNE France,NONE,NONE,NONE,NONE,NONE,8,AVENUE POLYGONE,NONE,42300,ROANNE,FRANCE,NONE,NONE,NONE,NONE,NONE,19,IMPASSE DU POLYGONE   A 21,NONE,42300,ROANNE,FRANCE,NoMatch
MESSAGERIES ET TRANSPORTS DU MIDI,"6, avenue de Fondeyre 31020 TOULOUSE Cedex France",MAZET MESSAGERIE,7 IMP DU MARCHE GARE 31200 TOULOUSE France,NONE,NONE,NONE,NONE,NONE,6,AVENUE DE FONDEYRE,NONE,31020,TOULOUSE,FRANCE,NONE,NONE,NONE,NONE,NONE,7,IMPASSE DU MARCHE GARE,NONE,31200,TOULOUSE,FRANCE,NoMatch
TRANSPORTS BERGERE,ZA de Rouzilles 11150 BRAM France,TRANSPORTS BERGERE,4 AV DE LA PIEGE ZAE DU LAURAGAIS 11150 BRAM France,NONE,NONE,NONE,ZONE ARTISANALE DE ROUZONE INDUSTRIELLELLES,NONE,NONE,NONE,NONE,11150,BRAM,FRANCE,NONE,NONE,NONE,ZONE ARTISANALEE DU LAURAGAIS,NONE,4,AVENUE DE LA PIEGE,NONE,11150,BRAM,FRANCE,NoMatch
PSL QUERLIOZ,ZA La Craz 38780 ESTRABLIN France,PREPARATION SERVICE ET LOGISTIQUE PR\XE9PARATION SERVICE ET LOGISTIQUE QUERLIOZ,LD LE GRAND CRAY 38780 ESTRABLIN France,NONE,NONE,NONE,ZONE ARTISANALE LA CRAZ,NONE,NONE,NONE,NONE,38780,ESTRABLIN,FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,LIEU DIT LE GRAND CRAY,NONE,38780,ESTRABLIN,FRANCE,NoMatch
TRANS PLUS,ZAE du Larzat - Lot n4 de la Jasse 34750 VILLENEUVE Les MAGDELONNE France,SOCIETE EXPL TRANSPORTS PONS C2,RTE DE SETE MAS DU LARZAT 34750 VILLENEUVE LES MAGUELONE France,NONE,LOTISSEMENT N4 DE LA JASSE,NONE,ZONE ARTISANALEE DU LARZONE ARTISANALET,NONE,NONE,NONE,NONE,34750,VILLENEUVE LES MAGDELONNE,FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,ROUTE DE SETE MAS DU LARZAT,NONE,34750,VILLENEUVE LES MAGUELONE,FRANCE,PartialMatch
TENDRON,37 RUE ST GABRIEL-ZI 45200 AMILLY France,TRANSPORTS TENDRON,1470 RUE DU MARECHAL JUIN 45200 AMILLY France,NONE,NONE,NONE,ZONE INDUSTRIELLE,NONE,37,RUE SAINT GABRIEL,NONE,45200,AMILLY,FRANCE,NONE,NONE,NONE,NONE,NONE,1470,RUE DU MARECHAL JUIN,NONE,45200,AMILLY,FRANCE,NoMatch
LEGENDRE,2 rue Denis Papin 28630 Gellainville France,SA LEGENDRE SAS LEGENDRE,10 RUE HELENE BOUCHER ZA LE RADRAY ET LE MUID 28630 GELLAINVILLE France,NONE,NONE,NONE,NONE,NONE,2,RUE DENIS PAPIN,NONE,28630,GELLAINVILLE,FRANCE,NONE,NONE,NONE,ZONE ARTISANALE LE RADRAY ET LE MUID,NONE,10,RUE HELENE BOUCHER,NONE,28630,GELLAINVILLE,FRANCE,NoMatch
LEGENDRE,2 rue Denis Papin 28630 Gellainville France,LEGENDRE MAILODIS,10 RUE HELENE BOUCHER 28630 GELLAINVILLE France,NONE,NONE,NONE,NONE,NONE,2,RUE DENIS PAPIN,NONE,28630,GELLAINVILLE,FRANCE,NONE,NONE,NONE,NONE,NONE,10,RUE HELENE BOUCHER,NONE,28630,GELLAINVILLE,FRANCE,NoMatch
LEGENDRE,ZA le Radray et le Muid 3 rue Helene Boucher 28630 CHARTRES GELLAINVILLE France,MADAME JOSETTE LEGENDRE,24 RUE PHILIPPE DESPORTES 28000 CHARTRES France,NONE,NONE,NONE,ZONE ARTISANALE LE RADRAY ET LE MUID,NONE,3,RUE HELENE BOUCHER,NONE,28630,CHARTRES,FRANCE,NONE,NONE,NONE,NONE,NONE,24,RUE PHILIPPE DESPORTES,NONE,28000,CHARTRES,FRANCE,NoMatch
GROUPE LEGENDRE,ZA de Trappes-Elancourt - 6 avenue Georges Politzer 78190 TRAPPES France,SA LEGENDRE SAS LEGENDRE,27 T AV ROGER HENNEQUIN 78190 TRAPPES France,NONE,NONE,NONE,ZONE ARTISANALE DE TRAPPES ELANCOURT,NONE,6,AVENUE GEORGES POLITZER,NONE,78190,TRAPPES,FRANCE,NONE,NONE,NONE,NONE,NONE,27,AVENUE ROGER HENNEQUIN,NONE,78190,TRAPPES,FRANCE,NoMatch
LEGENDRE,La Petite Noue BP 10 28330 LA BAZOCHE-GOUET France,SA LEGENDRE PERCHE INDUSTRIE,RUE DE LA POMMELERIE 28330 LA BAZOCHE GOUET France,NONE,NONE,NONE,LA PETITE NOUE,NONE,NONE,NONE,BP 10,28330,LA BAZOCHE GOUET,FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE DE LA POMMELERIE,NONE,28330,LA BAZOCHE GOUET,FRANCE,NoMatch
CALSINA CARRE,Garonor 93614 Aulnay Sous Bois France,M SHANGO FERNAND,9 RUE DE LONDRES 93600 AULNAY SOUS BOIS France,NONE,NONE,NONE,GARONOR,NONE,NONE,NONE,NONE,93614,AULNAY SOUS BOIS,FRANCE,NONE,NONE,NONE,NONE,NONE,9,RUE DE LONDRES,NONE,93600,AULNAY SOUS BOIS,FRANCE,NoMatch
CITRA TRANSPORTS,ZI Rouvroy Morcourt 02100 SAINT QUENTIN France,CITRA VOYAGES,12 RUE DES TOILES 02100 SAINT QUENTIN France,NONE,NONE,NONE,ZONE INDUSTRIELLE ROUVROY MORCOURT,NONE,NONE,NONE,NONE,2100,SAINT QUENTIN,FRANCE,NONE,NONE,NONE,NONE,NONE,12,RUE DES TOILES,NONE,2100,SAINT QUENTIN,FRANCE,NoMatch
FOURNIE TRANSPORT,29 Chemin du Chapitre ZI Thibaud 31100 TOULOUSE France,MONSIEUR THOMAS FOURNIE,7 RUE CLAUDE GONIN APPT A 102 31400 TOULOUSE France,NONE,NONE,NONE,ZONE INDUSTRIELLE THIBAUD,NONE,29,CHEMIN DU CHAPITRE,NONE,31100,TOULOUSE,FRANCE,APPARTEMENT A 102,NONE,NONE,NONE,NONE,7,RUE CLAUDE GONIN,NONE,31400,TOULOUSE,FRANCE,NoMatch
WINCANTON MONDIA,9 rue du Havre BP 12 67028 STRASBOURG CEDEX France,TRANSPORT SARKISSIAN,53 RUE MICHEL ANGE 67200 STRASBOURG France,NONE,NONE,NONE,NONE,NONE,9,RUE DU HAVRE,BP 12,67028,STRASBOURG,FRANCE,NONE,NONE,NONE,NONE,NONE,53,RUE MICHEL ANGE,NONE,67200,STRASBOURG,FRANCE,NoMatch
TRANSPORTS BERTHAUD,3 Route de Nimes 19 30510 GENERAC France,FRIGO TRANSPORTS 30,13 RTE DE NIMES 30510 GENERAC France,NONE,NONE,NONE,NONE,NONE,3,ROUTE DE NIMES,NONE,30510,GENERAC,FRANCE,NONE,NONE,NONE,NONE,NONE,13,ROUTE DE NIMES,NONE,30510,GENERAC,FRANCE,PartialMatch
GROSDIDIER TRANSPORTS,1 Route de Lons 39240 ARINTHOD France,EBEN CREATION,6 RUE DU MARTINET VOGNA 39240 ARINTHOD France,NONE,NONE,NONE,NONE,NONE,1,ROUTE DE LONS,NONE,39240,ARINTHOD,FRANCE,NONE,NONE,NONE,NONE,NONE,6,RUE DU MARTINET VOGNA,NONE,39240,ARINTHOD,FRANCE,NoMatch
MASSON TRANSPORTS,30 Route de Rennes 35720 PLEUGUENEUC France,SAS TRANSPORTS MASSON,LA COUDRAIE ZA DE 35720 PLEUGUENEUC France,NONE,NONE,NONE,NONE,NONE,30,ROUTE DE RENNES,NONE,35720,PLEUGUENEUC,FRANCE,NONE,NONE,NONE,ZONE ARTISANALE DE LA COUDRAIE,NONE,NONE,NONE,NONE,35720,PLEUGUENEUC,FRANCE,NoMatch
MONDIAL RELAY,ZAC des 4 Vents - Avenue Antoine Pinay 59510 HEM France,MONDIAL RELAY,52 AVENUE HENRI DELECROIX 59510 HEM France,NONE,NONE,NONE,ZONE ARTISANALEC DES 4 VENTS,NONE,NONE,AVENUE ANTOINE PINAY,NONE,59510,HEM,FRANCE,NONE,NONE,NONE,NONE,NONE,52,AVENUE HENRI DELECROIX,NONE,59510,HEM,FRANCE,NoMatch
TRANSPORTS VAQUIER,14 rue Pierre Michaux 87280 LIMOGES France,CLINIQUE CHENIEUX,18 RUE DU GENERAL CATROUX  87000 LIMOGES France,NONE,NONE,NONE,NONE,NONE,14,RUE PIERRE MICHAUX,NONE,87280,LIMOGES,FRANCE,NONE,NONE,NONE,NONE,NONE,18,RUE DU GENERAL CATROUX,NONE,87000,LIMOGES,FRANCE,NoMatch
TRANSPORTS MERLE,Zi Saint-Michel BP 82 82202 MOISSAC Cdex France,TRANSPORTS MERLE GROUPE SATAR,ZA BORDE ROUGE 82200 MOISSAC France,NONE,NONE,NONE,ZONE INDUSTRIELLE SAINT MICHEL,NONE,NONE,NONE,BP 82,82202,MOISSAC,FRANCE,NONE,NONE,NONE,ZONE ARTISANALE BORDE ROUGE,NONE,NONE,NONE,NONE,82200,MOISSAC,FRANCE,NoMatch
CHAMPAGNE DEMENAGEMENTS DEMECO,34 Av. M. Plongeron - Actipole La Neuvillette 51100 REIMS France,CHAMPAGNE DEMENAGEMENTS,20 RUE GENERAL MICHELER 51100 REIMS France,NONE,NONE,NONE,ACTIPOLE LA NEUVILLETTE,NONE,34,AVENUE M. PLONGERON,NONE,51100,REIMS,FRANCE,NONE,NONE,NONE,NONE,NONE,20,RUE GENERAL MICHELER,NONE,51100,REIMS,FRANCE,NoMatch
STEF TRANSPORT CORBAS,14 Rue Marcel Merieux 69960 CORBAS France,STEF LOGISTIQUE RHONE - ALPES STEF LOGISTIQUE RH\XF4NE-ALPES,14 RUE MARCEL MERIEUX ZI DE CORBAS MONTMARTIN 69960 CORBAS France,NONE,NONE,NONE,NONE,NONE,14,RUE MARCEL MERIEUX,NONE,69960,CORBAS,FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE DE CORBAS MONTMARTIN,NONE,14,RUE MARCEL MERIEUX,NONE,69960,CORBAS,FRANCE,Match
T.C.X MULTIMODAL LOGISTICS,164 Bld Graville 76600 LE HAVRE France,T C X MULTIMODAL LOGISTICS,58 RUE DU GENERAL CHANZY 76600 LE HAVRE France,NONE,NONE,NONE,NONE,NONE,164,BOULEVARD GRAVILLE,NONE,76600,LE HAVRE,FRANCE,NONE,NONE,NONE,NONE,NONE,58,RUE DU GENERAL CHANZY,NONE,76600,LE HAVRE,FRANCE,NoMatch
T.C.X MULTIMODAL LOGISTICS,164 Bld Graville 76600 LE HAVRE France,T C X MULTIMODAL LOGISTICS,CHAUSSEE DES GARES MARITIMES 76600 LE HAVRE France,NONE,NONE,NONE,NONE,NONE,164,BOULEVARD GRAVILLE,NONE,76600,LE HAVRE,FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,CHAUSSEE DES GARES MARITIMES,NONE,76600,LE HAVRE,FRANCE,NoMatch
TRANSPORTS PUJOL VERDAGUER,Zi Saint Charles BP 53 66033 PERPIGNAN Cdex France,MAISON PUJOL VERDAGUER ET CIE MAISON PUJOL VERDAGUER ET COMPAGNIE,RUE DE MURCIA BAT K 66000 PERPIGNAN France,NONE,NONE,NONE,ZONE INDUSTRIELLE SAINT CHARLES,NONE,NONE,NONE,BP 53,66033,PERPIGNAN,FRANCE,NONE,BATIMENT K,NONE,NONE,NONE,NONE,RUE DE MURCIA,NONE,66000,PERPIGNAN,FRANCE,NoMatch
BEADE TRANSPORTS SA,R.N. 113 47450 COLAYRAC ST CIRQ France,TRANSPORTS BEADE SA TRANSPORTS B\XE9ADE,LD CHAMPS DE LABARTHE ZAE 47450 COLAYRAC SAINT CIRQ France,NONE,NONE,NONE,NONE,NONE,113,ROUTE NATIONALE,NONE,47450,COLAYRAC,FRANCE,NONE,NONE,NONE,ZONE ARTISANALEE,NONE,NONE,LIEU DIT CHAMPS DE LABARTHE,NONE,47450,COLAYRAC,FRANCE,NoMatch
HOUTCH TRANSPORTS,ROUTE DE BRANCOURT 02230 FRESNOY LE GRAND France,SOFRESCO SOCI\XE9T\XE9 FRESNOYSIENNE DE CONDITIONNEMENT,715 RUE OLIVIER DE GUISE 02230 FRESNOY LE GRAND France,NONE,NONE,NONE,NONE,NONE,NONE,ROUTE DE BRANCOURT,NONE,2230,FRESNOY LE GRAND,FRANCE,NONE,NONE,NONE,NONE,NONE,715,RUE OLIVIER DE GUISE,NONE,2230,FRESNOY LE GRAND,FRANCE,NoMatch
TRANSPORTS SOPTRANS,Chemin de la Gazette BP 54 66161 LE BOULOU Cdex France,TRANSPORTS CABAILLE,ZONE D'ACTIVITES NORD 66160 LE BOULOU France,NONE,NONE,NONE,NONE,NONE,NONE,CHEMIN DE LA GAZETTE,BP 54,66161,LE BOULOU,FRANCE,NONE,NONE,NONE,ZONE D'ACTIVITES NORD,NONE,NONE,NONE,NONE,66160,LE BOULOU,FRANCE,NoMatch
NOVEA,22 RUE LAVOISIER BP 52 92005 NANTERRE CEDEX 5 France,MONSIEUR MOHAMED BENATTIA-BELKADOUR,330 AV DE LA REPUBLIQUE 92000 NANTERRE France,NONE,NONE,NONE,NONE,NONE,22,RUE LAVOISIER,BP 52,92005,NANTERRE,FRANCE,NONE,NONE,NONE,NONE,NONE,330,AVENUE DE LA REPUBLIQUE,NONE,92000,NANTERRE,FRANCE,NoMatch
GUANTER RODRIGUEZ,Rue Murcia St Charles 66000 PERPIGNAN France,GUANTER RODRIGUEZ GUANTER RODRIGUEZ SAS,GARE SAINT CHARLES MARCHE CEED SECTEUR E 66000 PERPIGNAN France,NONE,NONE,NONE,NONE,NONE,NONE,RUE MURCIA SAINT CHARLES,NONE,66000,PERPIGNAN,FRANCE,NONE,NONE,GARE SAINT CHARLES MARCHE CEED SECTEUR E,NONE,NONE,NONE,NONE,NONE,66000,PERPIGNAN,FRANCE,PartialMatch
MESSAGE EXPRESS,110 Rue Thiers 92100 BOULOGNE France,NWL FRANCE,738 RUE YVES KERMEN 92100 BOULOGNE BILLANCOURT France,NONE,NONE,NONE,NONE,NONE,110,RUE THIERS,NONE,92100,BOULOGNE,FRANCE,NONE,NONE,NONE,NONE,NONE,738,RUE YVES KERMEN,NONE,92100,BOULOGNE BILLANCOURT,FRANCE,NoMatch
DERUDDER,"68, bld Jules Durand 1358 76600 LE HAVRE France",DERUDDER,RUE CLAUDE LEVI STRAUSS ZAC BLEVILLE NORD PRESSOIR 76600 LE HAVRE France,NONE,NONE,NONE,NONE,NONE,68,BOULEVARD JULES DURAND,NONE,76600,LE HAVRE,FRANCE,NONE,NONE,NONE,ZONE ARTISANALEC BLEVILLE NORD PRESSOIR,NONE,NONE,RUE CLAUDE LEVI STRAUSS,NONE,76600,LE HAVRE,FRANCE,NoMatch
DERUDDER,"68, bld Jules Durand 1358 76600 LE HAVRE France",DERUDDER,81 RUE CLAUDE LEVI STRAUSS 76600 LE HAVRE France,NONE,NONE,NONE,NONE,NONE,68,BOULEVARD JULES DURAND,NONE,76600,LE HAVRE,FRANCE,NONE,NONE,NONE,NONE,NONE,81,RUE CLAUDE LEVI STRAUSS,NONE,76600,LE HAVRE,FRANCE,NoMatch
ARGENTAIS TRANSPORTS,10 Rue Patis des Couasnes 35136 SAINT JACQUES DE LA LANDE France,SEARD SOCIETE D EXPLOITATION DES AEROPORTS DE RENNES ET DINARD (SEARD),AV JOSEPH LE BRIX AEROPORT DE RENNES SAINT JACQUES 35136 SAINT JACQUES DE LA LANDE France,NONE,NONE,NONE,NONE,NONE,10,RUE PATIS DES COUASNES,NONE,35136,SAINT JACQUES,FRANCE,NONE,NONE,AEROPORT DE RENNES SAINT JACQUES,NONE,NONE,NONE,AVENUE JOSEPH LE BRIX,NONE,35136,SAINT JACQUES,FRANCE,NoMatch
AGENCE DE TRANSIT INTERMODAL INTERNATIONAL,DARSE DE L'OCEAN BP 12 76600 LE HAVRE France,AGENCE MARITIME DE TRANSIT,16 RUE PIERRE BROSSOLETTE IMMEUBLE WALL STREET 76600 LE HAVRE France,NONE,NONE,NONE,DARSE DE L'OCEAN,NONE,NONE,NONE,BP 12,76600,LE HAVRE,FRANCE,NONE,IMMEUBLE WALL STREET,NONE,NONE,NONE,16,RUE PIERRE BROSSOLETTE,NONE,76600,LE HAVRE,FRANCE,NoMatch
BBL TRANSPORT RHNE-ALPES,1 rue du Ruisseau - ZI de Tharabie 38297 Saint-Quentin Fallavier France,BBL TRANSPORT,50 RUE DE BARCELONE 38070 SAINT QUENTIN FALLAVIER France,NONE,NONE,NONE,ZONE INDUSTRIELLE DE THARABIE,NONE,1,RUE DU RUISSEAU,NONE,38297,SAINT QUENTIN,FRANCE,NONE,NONE,NONE,NONE,NONE,50,RUE DE BARCELONE,NONE,38070,SAINT QUENTIN,FRANCE,NoMatch
BBL TRANSPORT,31 - 35 avenue Graham BELL 34 77601 BUSSY SAINT-GEORGES France,TPS BBL,RUE LOUIS BLERIOT AEROPORT 51320 BUSSY LETTREE France,NONE,NONE,NONE,NONE,NONE,35,AVENUE GRAHAM BELL,NONE,77601,BUSSY,FRANCE,NONE,NONE,AEROPORT,NONE,NONE,NONE,RUE LOUIS BLERIOT,NONE,51320,BUSSY,FRANCE,NoMatch
TRANSPORT DISTRIBUTION INTERNATIONALE,14 Rue de l'Atome 67800 BISCHHEIM France,AFTRAL,4 AV DE L ENERGIE 67800 BISCHHEIM France,NONE,NONE,NONE,NONE,NONE,14,RUE DE L'ATOME,NONE,67800,BISCHHEIM,FRANCE,NONE,NONE,NONE,NONE,NONE,4,AVENUE DE L ENERGIE,NONE,67800,BISCHHEIM,FRANCE,NoMatch
EMIS'R,29 Rue Emile Duclaux 92150 SURESNES France,M HAMZA NHART,33 RUE DES CHERCHEVETS HLM TRESOURGEOIS D3 2E 188 92150 SURESNES France,NONE,NONE,NONE,NONE,NONE,29,RUE EMILE DUCLAUX,NONE,92150,SURESNES,FRANCE,NONE,NONE,NONE,NONE,NONE,33,RUE DES CHERCHEVETS HLM TRESOURGEOIS D3 2E 188,NONE,92150,SURESNES,FRANCE,NoMatch
DUPOUX PAUL,244 Avenue Pierre et Marie Curie BP 30 84701 SORGUES France,DUPOUX AFFRETEMENT,244 AV PIERRE ET MARIE CURIE ZI 84700 SORGUES France,NONE,NONE,NONE,NONE,NONE,244,AVENUE PIERRE ET MARIE CURIE,BP 30,84701,SORGUES,FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE,NONE,244,AVENUE PIERRE ET MARIE CURIE,NONE,84700,SORGUES,FRANCE,Match
TRANSPORTS JAMMET SAS,Zone Artisanale Anthyllis 86340 FLEURE France,TRANSPORTS JAMMET,PARC ACTIVITES ANTHYLLIS PARC D'ACTIVITES D'ANTHYLL 86340 FLEURE France,NONE,NONE,NONE,PARC ACTIVITE ANTHYLLIS,NONE,NONE,NONE,NONE,86340,FLEURE,FRANCE,NONE,NONE,NONE,PARC ACTIVITE ANTHYLLIS,NONE,NONE,NONE,NONE,86340,FLEURE,FRANCE,Match
TRANSPORTS JAMMET SAS,Zone Artisanale Anthyllis 86340 FLEURE France,TRANSPORTS JAMMET,6 RUE JEAN JAMMET 86340 FLEURE France,NONE,NONE,NONE,ZONE ARTISANALE ANTHYLLIS,NONE,NONE,NONE,NONE,86340,FLEURE,FRANCE,NONE,NONE,NONE,NONE,NONE,6,RUE JEAN JAMMET,NONE,86340,FLEURE,FRANCE,NoMatch
GUTFRIED,29 rue de Bouxwiller 67330 NEUWILLER LES SAVERNE France,M THOMAS GUTFRIED THOMAS GUTFRIED PEDICURE BOVIN,15 RUE DES GRIVES 67330 NEUWILLER LES SAVERNE France,NONE,NONE,NONE,NONE,NONE,29,RUE DE BOUXWILLER,NONE,67330,NEUWILLER,FRANCE,NONE,NONE,NONE,NONE,NONE,15,RUE DES GRIVES,NONE,67330,NEUWILLER,FRANCE,NoMatch
TRANSPORTS PERRIER,ZI BP 13 39270 ORGELET France,GIROD ET FILS,15 RUE DES GRIVES 39270 ORGELET France,NONE,NONE,NONE,ZONE INDUSTRIELLE,NONE,NONE,NONE,BP 13,39270,ORGELET,FRANCE,NONE,NONE,NONE,NONE,NONE,15,RUE DES GRIVES,NONE,39270,ORGELET,FRANCE,NoMatch
LIEBART SA,Chemin St Jacques 51300 MAROLLES France,TRANSPORTS LIEBART,RUE SAINT JACQUES 51300 MAROLLES France,NONE,NONE,NONE,NONE,NONE,NONE,CHEMIN SAINT JACQUES,NONE,51300,MAROLLES,FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE SAINT JACQUES,NONE,51300,MAROLLES,FRANCE,Match
VAN-HAECKE,ZI DES 3 TILLEULS - NIEPPE 59426 ARMENTIERES France,MONSIEUR GAUTHIER VANHAECKE,9 AV DU PDT FRANCOIS MITTERRAND AVENUE MITTERRAND 59280 ARMENTIERES France,NONE,NONE,NONE,ZONE INDUSTRIELLE DES 3 TILLEULS NIEPPE,NONE,NONE,NONE,NONE,59426,ARMENTIERES,FRANCE,NONE,NONE,NONE,NONE,NONE,9,AVENUE DU PDT FRANCOIS MITTERRAND,NONE,59280,ARMENTIERES,FRANCE,NoMatch
GEFCO POISSY,1 route Dpartementale 30 78301 POISSY France,GEFCO AUTOMOTIVE SERVICES,45 RUE JEAN PIERRE TIMBAUD 78300 POISSY France,NONE,NONE,NONE,NONE,NONE,1,ROUTE DPARTEMENTALE,NONE,78301,POISSY,FRANCE,NONE,NONE,NONE,NONE,NONE,45,RUE JEAN PIERRE TIMBAUD,NONE,78300,POISSY,FRANCE,NoMatch
GEFCO POISSY,1 route Dpartementale 30 78301 POISSY France,GEFCO SA,1 AVENUE DE PONTOISE RN30 78300 POISSY France,NONE,NONE,NONE,NONE,NONE,1,ROUTE DPARTEMENTALE,NONE,78301,POISSY,FRANCE,NONE,NONE,NONE,NONE,NONE,1,AVENUE DE PONTOISE ROUTE NATIONALE 30,NONE,78300,POISSY,FRANCE,NoMatch
GEFCO POISSY,45 rue Jean-Pierre Timbaud 78307 POISSY France,GEFCO SA,1 AVENUE DE PONTOISE RN30 78300 POISSY France,NONE,NONE,NONE,NONE,NONE,45,RUE JEAN PIERRE TIMBAUD,NONE,78307,POISSY,FRANCE,NONE,NONE,NONE,NONE,NONE,1,AVENUE DE PONTOISE ROUTE NATIONALE 30,NONE,78300,POISSY,FRANCE,NoMatch
TRANSPORTS G. BERNARD,ZI Le LAC 07000 PRIVAS France,SOCIETE DES TRANSPORTS GEORGES BERNARD ST\XE9 TRANSPORTS BERNARD G. SA,AV DE L'INDUSTRIE ZI 07000 PRIVAS France,NONE,NONE,NONE,ZONE INDUSTRIELLE LE LAC,NONE,NONE,NONE,NONE,7000,PRIVAS,FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE,NONE,NONE,AVENUE DE L'INDUSTRIE,NONE,7000,PRIVAS,FRANCE,PartialMatch
NORD SUD LOGISTIQUE,ZI Actipole 59554 RAILLENCOURT SAINTE OLLE France,BB LOG,720 AV DES DEUX VALLEES ZI DE RAILLENCOURT STE OLLE ACTIPOLE 2 59554 RAILLENCOURT SAINTE OLLE France,NONE,NONE,NONE,ZONE INDUSTRIELLE ACTIPOLE,NONE,NONE,NONE,NONE,59554,RAILLENCOURT SAINTE OLLE,FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE ACTIPOLE 2,NONE,720,AVENUE DES DEUX VALLEES,NONE,59554,RAILLENCOURT SAINTE OLLE,FRANCE,PartialMatch
